study_id,subject_id,source_database,source_accession,source_url,publication_doi,publication_pmid,intervention_type,probiotic_species,probiotic_strain,number_of_strains,total_CFU_per_day,log10_CFU_per_day,strain_specific_CFU,prebiotic_type,prebiotic_dose_g_day,duration_weeks,dosage_form,placebo_type
PMID:39503979,needs_manual_extraction,PubMed,39503979,https://pubmed.ncbi.nlm.nih.gov/39503979/,10.1007/s12602-024-10395-0,39503979,prebiotic,Lacticaseibacillus paracasei,K56,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:41003008,needs_manual_extraction,PubMed,41003008,https://pubmed.ncbi.nlm.nih.gov/41003008/,10.3390/metabo15090624,41003008,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40895654,needs_manual_extraction,PubMed,40895654,https://pubmed.ncbi.nlm.nih.gov/40895654/,10.7759/cureus.89207,40895654,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40772021,needs_manual_extraction,PubMed,40772021,https://pubmed.ncbi.nlm.nih.gov/40772021/,10.1002/fsn3.70728,40772021,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40772014,needs_manual_extraction,PubMed,40772014,https://pubmed.ncbi.nlm.nih.gov/40772014/,10.1002/fsn3.70592,40772014,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40642833,needs_manual_extraction,PubMed,40642833,https://pubmed.ncbi.nlm.nih.gov/40642833/,10.1111/dom.16599,40642833,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:40572100,needs_manual_extraction,PubMed,40572100,https://pubmed.ncbi.nlm.nih.gov/40572100/,10.3390/microorganisms13061211,40572100,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:39593945,needs_manual_extraction,PubMed,39593945,https://europepmc.org/article/MED/39593945,10.3390/foods13223529,39593945,probiotic,Lactobacillus rhamnosus,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:39062848,needs_manual_extraction,PubMed,39062848,https://europepmc.org/article/MED/39062848,10.3390/ijms25147608,39062848,needs_manual_extraction,Lactobacillus plantarum,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:38732619,needs_manual_extraction,PubMed,38732619,https://europepmc.org/article/MED/38732619,10.3390/nu16091373,38732619,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:38534735,needs_manual_extraction,PubMed,38534735,https://europepmc.org/article/MED/38534735,10.3390/cimb46030119,38534735,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36943206,needs_manual_extraction,PubMed,36943206,https://pubmed.ncbi.nlm.nih.gov/36943206/,10.23736/S2724-5985.23.03379-X,36943206,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:38030409,needs_manual_extraction,PubMed,38030409,https://pubmed.ncbi.nlm.nih.gov/38030409/,10.1111/obr.13667,38030409,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:36458804,needs_manual_extraction,PubMed,36458804,https://europepmc.org/article/MED/36458804,10.1530/joe-22-0111,36458804,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:37280680,needs_manual_extraction,PubMed,37280680,https://europepmc.org/article/MED/37280680,10.1186/s12967-023-04230-3,37280680,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:37316582,needs_manual_extraction,PubMed,37316582,https://europepmc.org/article/MED/37316582,10.1038/s41579-023-00904-3,37316582,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:36317983,needs_manual_extraction,PubMed,36317983,https://europepmc.org/article/MED/36317983,10.1021/acs.chemrev.2c00431,36317983,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:37371961,needs_manual_extraction,PubMed,37371961,https://europepmc.org/article/MED/37371961,10.3390/antiox12061232,37371961,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37772600,needs_manual_extraction,PubMed,37772600,https://pubmed.ncbi.nlm.nih.gov/37772600/,10.1093/jas/skad338,37772600,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37571301,needs_manual_extraction,PubMed,37571301,https://pubmed.ncbi.nlm.nih.gov/37571301/,10.3390/nu15153365,37571301,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37513229,needs_manual_extraction,PubMed,37513229,https://pubmed.ncbi.nlm.nih.gov/37513229/,10.3390/molecules28145357,37513229,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:36768984,needs_manual_extraction,PubMed,36768984,https://pubmed.ncbi.nlm.nih.gov/36768984/,10.3390/ijms24032665,36768984,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35531940,needs_manual_extraction,PubMed,35531940,https://pubmed.ncbi.nlm.nih.gov/35531940/,10.1080/10408398.2022.2067116,35531940,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:37513562,needs_manual_extraction,PubMed,37513562,https://pubmed.ncbi.nlm.nih.gov/37513562/,10.3390/nu15143144,37513562,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:35370685,needs_manual_extraction,PubMed,35370685,https://europepmc.org/article/MED/35370685,10.3389/fphar.2022.841782,35370685,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35103461,needs_manual_extraction,PubMed,35103461,https://pubmed.ncbi.nlm.nih.gov/35103461/,10.23736/S2724-6507.22.03752-6,35103461,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35977666,needs_manual_extraction,PubMed,35977666,https://pubmed.ncbi.nlm.nih.gov/35977666/,10.1016/j.jnutbio.2022.109122,35977666,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:35562794,needs_manual_extraction,PubMed,35562794,https://pubmed.ncbi.nlm.nih.gov/35562794/,10.1186/s40168-022-01248-5,35562794,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34828808,needs_manual_extraction,PubMed,34828808,https://europepmc.org/article/MED/34828808,10.3390/foods10112528,34828808,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:33802777,needs_manual_extraction,PubMed,33802777,https://europepmc.org/article/MED/33802777,10.3390/microorganisms9030618,33802777,probiotic,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34812127,needs_manual_extraction,PubMed,34812127,https://europepmc.org/article/MED/34812127,10.1080/19490976.2021.1994270,34812127,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34203876,needs_manual_extraction,PubMed,34203876,https://europepmc.org/article/MED/34203876,10.3390/microorganisms9061302,34203876,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:34884466,needs_manual_extraction,PubMed,34884466,https://europepmc.org/article/MED/34884466,10.3390/ijms222312661,34884466,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:32698959,needs_manual_extraction,PubMed,32698959,https://pubmed.ncbi.nlm.nih.gov/32698959/,10.1016/j.clnu.2020.05.025,32698959,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:33292434,needs_manual_extraction,PubMed,33292434,https://europepmc.org/article/MED/33292434,10.1186/s13098-020-00603-6,33292434,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:32549225,needs_manual_extraction,PubMed,32549225,https://europepmc.org/article/MED/32549225,10.3390/nu12061776,32549225,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:28618860,needs_manual_extraction,PubMed,28618860,https://pubmed.ncbi.nlm.nih.gov/28618860/,10.3920/BM2016.0170,28618860,needs_manual_extraction,Lactobacillus casei,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
PMID:22634320,needs_manual_extraction,PubMed,22634320,https://pubmed.ncbi.nlm.nih.gov/22634320/,10.1016/j.micpath.2012.05.007,22634320,needs_manual_extraction,Lactobacillus species,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42194074,needs_manual_extraction,PubMed,42194074,https://europepmc.org/article/MED/42194074,10.3390/biom16050726,42194074,needs_manual_extraction,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42197043,needs_manual_extraction,PubMed,42197043,https://europepmc.org/article/MED/42197043,10.3390/nu18101583,42197043,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41754209,needs_manual_extraction,PubMed,41754209,https://europepmc.org/article/MED/41754209,10.3390/nu18040691,41754209,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42219654,needs_manual_extraction,PubMed,42219654,https://europepmc.org/article/MED/42219654,10.1080/19490976.2026.2673679,42219654,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41978101,needs_manual_extraction,PubMed,41978101,https://europepmc.org/article/MED/41978101,10.3390/nu18071050,41978101,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:42158523,needs_manual_extraction,PubMed,42158523,https://europepmc.org/article/MED/42158523,10.2147/ijn.s607382,42158523,probiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41815495,needs_manual_extraction,PubMed,41815495,https://europepmc.org/article/MED/41815495,10.3389/fvets.2026.1759381,41815495,prebiotic,Akkermansia muciniphila,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41683196,needs_manual_extraction,PubMed,41683196,https://europepmc.org/article/MED/41683196,10.3390/nu18030372,41683196,prebiotic,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
EUROPEPMC:41557725,needs_manual_extraction,PubMed,41557725,https://europepmc.org/article/MED/41557725,10.1371/journal.pbio.3003617,41557725,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction,,,needs_manual_extraction,needs_manual_extraction,needs_manual_extraction
