evidence_id,evidence_type,source_database,source_accession,source_url,doi,pmid,title,year,journal,study_design,data_field_supported,extraction_note,curator,extraction_date
NCT:NCT06987279,clinical_trial,ClinicalTrials.gov,NCT06987279,https://clinicaltrials.gov/study/NCT06987279,,,Lactobacillus Plantarum and Hormonal Regulation in Obese Women,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06729671,clinical_trial,ClinicalTrials.gov,NCT06729671,https://clinicaltrials.gov/study/NCT06729671,,,A Probiotic Strategy for Antipsychotic-induced Metabolic Dysfunction,2024,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02958644,clinical_trial,ClinicalTrials.gov,NCT02958644,https://clinicaltrials.gov/study/NCT02958644,,,Effect of Synbiotic Supplement on the Body Mass Index of Participants With Severe Obesity,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04042181,clinical_trial,ClinicalTrials.gov,NCT04042181,https://clinicaltrials.gov/study/NCT04042181,,,"The Effects of Supplementation of a Probiotic, B. Longum, on BMI and Anthropometric Outcomes in Overweight/Obese Adults.",2018,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03123510,clinical_trial,ClinicalTrials.gov,NCT03123510,https://clinicaltrials.gov/study/NCT03123510,,,Effect of a Synbiotic Supplement on a High-protein Diet,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06786052,clinical_trial,ClinicalTrials.gov,NCT06786052,https://clinicaltrials.gov/study/NCT06786052,,,EXploratory Study on Postprandial Energy Metabolism,2025,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT05000775,clinical_trial,ClinicalTrials.gov,NCT05000775,https://clinicaltrials.gov/study/NCT05000775,,,The Influence of GNiib® in Obesity Management in Obese Young Individuals in Hong Kong.,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT04985877,clinical_trial,ClinicalTrials.gov,NCT04985877,https://clinicaltrials.gov/study/NCT04985877,,,Effect of Fermented Milk Containing Lactobacillus Casei Strain Shirota in Sarcopenia Elderly,2021,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT07448220,clinical_trial,ClinicalTrials.gov,NCT07448220,https://clinicaltrials.gov/study/NCT07448220,,,Study on the Efficacy of Probiotics in the Treatment of Childhood Obesity and Their Effects on Gut Microbiota,2023,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03287726,clinical_trial,ClinicalTrials.gov,NCT03287726,https://clinicaltrials.gov/study/NCT03287726,,,What is the Impact of Probiotics on Weight Loss Maintenance in Individuals With Obesity?,2017,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02151825,clinical_trial,ClinicalTrials.gov,NCT02151825,https://clinicaltrials.gov/study/NCT02151825,,,Effect of a Synbiotic on the Gut Microbiota and Adiposity-related Markers in Healthy Overweight Subjects,2011,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT02158676,clinical_trial,ClinicalTrials.gov,NCT02158676,https://clinicaltrials.gov/study/NCT02158676,,,Effect of Prebiotic and Synbiotic Supplementation in Individuals Undergoing Roux-en-y Gastric Bypass.,2013,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT06554314,clinical_trial,ClinicalTrials.gov,NCT06554314,https://clinicaltrials.gov/study/NCT06554314,,,Effect of Probiotics on Regulating Gut Health and Blood Lipid in Adults,2024,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
NCT:NCT03100162,clinical_trial,ClinicalTrials.gov,NCT03100162,https://clinicaltrials.gov/study/NCT03100162,,,Effect of Oral Supplementation With Probiotics,2016,,clinical_trial_registry,intervention_metadata;clinical_outcome,Auto-collected from ClinicalTrials.gov API v2; requires manual review.,auto_search,2026-05-26
